Snapshot_Time	Direction	RTM	ADX	D1	FLOW	ZOMBIE	CRISIS	RTM_Dist_xATR	RTM_Arrow	ADX_Val	EffRatio_H4	Flow_Score	Trend_Score	D1_Status	Zombie_Score	Zombie_MidShift_xATR	Regime	Session	Spread_Points
1/3/2025 12:00	SELL	Yellow	Green	Green	Yellow	Green	Green	0.92	UP	18.8	0.036	-2	-25.4	OK	-1.2	-1.19	Trending	London	18
1/3/2025 13:00	SELL	Yellow	Green	Green	Yellow	Green	Green	1.11	FL	18.8	0.036	-2	-10.9	OK	-1.1	-1.13	Trending	London-NewYork	21
1/3/2025 14:00	SELL	Yellow	Green	Green	Yellow	Green	Green	1.5	UP	18.8	0.036	-2	-9	OK	-1	-1.04	Trending	London-NewYork	19
1/3/2025 15:00	SELL	Yellow	Yellow	Green	Yellow	Green	Green	1.47	FL	20.2	0.201	0.25	-4	OK	-1	-1.01	Trending	London-NewYork	20
1/3/2025 16:00	SELL	Yellow	Yellow	Green	Yellow	Green	Green	1.75	UP	20.2	0.201	-2.75	-5.1	OK	-0.9	-0.92	Trending	London-NewYork	21
1/3/2025 17:00	SELL	Yellow	Yellow	Green	Yellow	Green	Green	0.95	DN	20.2	0.201	-2.75	0.5	OK	-1.1	-1.07	Trending	New York	21
1/3/2025 18:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.11	UP	20.2	0.201	-2.75	-13.1	EDGE	-0.7	-0.74	Trending	New York	18
1/3/2025 19:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.24	FL	23.2	0.209	-0.75	8.8	EDGE	-0.7	-0.65	Trending	New York	21
1/3/2025 20:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.42	FL	23.2	0.209	-0.75	10.7	EDGE	-0.6	-0.56	Trending	New York	20
1/3/2025 21:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.03	DN	23.2	0.209	-0.75	13.3	EDGE	-0.6	-0.61	Trending	New York	20
1/3/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.96	FL	23.2	0.209	-0.75	6.9	EDGE	-0.6	-0.6	Trending	Off-Hours	23
1/3/2025 23:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.91	FL	26.7	0.249	-0.75	3.6	EDGE	-0.6	-0.62	Trending	Off-Hours	29
1/6/2025 0:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.73	DN	26.7	0.249	-0.75	-49.4	EDGE	-0.9	-0.86	Trending	Tokyo	212
1/6/2025 1:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.53	UP	26.7	0.249	-0.75	-15.3	EDGE	-0.6	-0.61	Trending	Tokyo	74
1/6/2025 2:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.22	UP	26.7	0.249	-0.75	0.3	EDGE	-0.4	-0.38	Trending	Tokyo	23
1/6/2025 3:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.15	DN	26.1	0.354	-0.75	13.5	EDGE	-0.9	-0.91	Trending	Tokyo	21
1/6/2025 4:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.28	FL	26.1	0.354	-2.75	-27.3	EDGE	-0.9	-0.87	Trending	Tokyo	23
1/6/2025 5:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.11	FL	26.1	0.354	-2.75	-22.3	EDGE	-1	-0.98	Trending	Tokyo	23
1/6/2025 6:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.15	FL	26.1	0.354	-2.75	-29.6	EDGE	-1	-1	Trending	Tokyo	24
1/6/2025 7:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.08	FL	25.5	0.351	-2.75	-29.6	EDGE	-1	-0.98	Trending	Tokyo	21
1/6/2025 8:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.42	UP	25.5	0.351	-3	-28.6	EDGE	-0.8	-0.84	Trending	Tokyo-London	22
1/6/2025 9:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.06	DN	25.5	0.351	-3	-18.2	EDGE	-0.9	-0.93	Trending	London	20
1/6/2025 10:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.84	UP	25.5	0.351	-3	-25.6	EDGE	-0.7	-0.71	Trending	London	19
1/6/2025 11:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.79	FL	27	0.289	-3	-10.9	EDGE	-0.7	-0.7	Trending	London	19
1/6/2025 12:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.09	DN	27	0.289	-3	-12.5	EDGE	-0.9	-0.88	Trending	London	17
1/6/2025 13:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.27	UP	27	0.289	-3	-26.2	EDGE	-0.5	-0.47	Trending	London-NewYork	19
1/6/2025 14:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.11	UP	27	0.289	-3	1.1	EDGE	-0.2	-0.19	Trending	London-NewYork	19
1/6/2025 15:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.61	DN	29.9	0.346	-3	17.5	EDGE	-0.3	-0.29	Trending	London-NewYork	21
1/6/2025 16:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Yellow	0.22	DN	29.9	0.346	-5	4.9	EDGE	-0.7	-0.7	Trending	London-NewYork	21
1/6/2025 17:00	SELL	Red	Yellow	Yellow	Yellow	Green	Yellow	0.21	FL	29.9	0.346	-5	-22.9	EDGE	-0.8	-0.85	Trending	New York	31
1/6/2025 18:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Yellow	0.05	FL	29.9	0.346	-5	-32.3	EDGE	-0.8	-0.76	Trending	New York	18
1/6/2025 19:00	SELL	Red	Green	Yellow	Green	Green	Green	0.49	UP	31	0.018	4.5	-25.5	EDGE	-0.9	-0.95	Trending	New York	17
1/6/2025 20:00	SELL	Red	Green	Yellow	Green	Green	Green	0.67	FL	31	0.018	4.5	-37.7	EDGE	-1	-1.03	Trending	New York	20
1/6/2025 21:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.28	UP	31	0.018	4.5	-42.2	EDGE	-1.3	-1.28	Trending	New York	17
1/6/2025 22:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.22	FL	31	0.018	4.5	-57.6	EDGE	-1.3	-1.28	Trending	Off-Hours	19
1/6/2025 23:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.35	FL	29.3	0.086	4.5	-54.1	EDGE	-1.3	-1.29	Trending	Off-Hours	22
1/7/2025 0:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.17	FL	29.3	0.086	4.5	-57.8	EDGE	-1.3	-1.26	Trending	Tokyo	212
1/7/2025 1:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.07	FL	29.3	0.086	4.5	-52.7	EDGE	-1.2	-1.25	Trending	Tokyo	55
1/7/2025 2:00	SELL	Red	Green	Yellow	Green	Green	Green	0.08	DN	29.3	0.086	4.5	-48.9	EDGE	-1	-0.95	Trending	Tokyo	19
1/7/2025 3:00	SELL	Red	Yellow	Yellow	Green	Green	Green	0.19	FL	26.8	0.144	4.5	-26.2	EDGE	-1	-0.98	Trending	Tokyo	21
1/7/2025 4:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.3	FL	26.8	0.144	1.5	-30.7	EDGE	-1	-1.02	Trending	Tokyo	23
1/7/2025 5:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.3	FL	26.8	0.144	1.5	-32.5	EDGE	-0.9	-0.85	Trending	Tokyo	18
1/7/2025 6:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0	DN	26.8	0.144	1.5	-20	EDGE	-0.9	-0.93	Trending	Tokyo	19
1/7/2025 7:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.79	UP	26	0.236	1.5	-26.9	EDGE	-0.8	-0.76	Trending	Tokyo	19
1/7/2025 8:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.57	DN	26	0.236	-3	-14.5	EDGE	-0.8	-0.8	Trending	Tokyo-London	19
1/7/2025 9:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.22	UP	26	0.236	-3	-19.1	EDGE	-0.7	-0.65	Trending	London	20
1/7/2025 10:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.09	UP	26	0.236	-3	-8.8	EDGE	-0.4	-0.42	Trending	London	21
1/7/2025 11:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.79	DN	27.9	0.236	-3	5.6	EDGE	-0.5	-0.47	Trending	London	20
1/7/2025 12:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.93	FL	27.9	0.236	-3	-1.3	EDGE	-0.4	-0.41	Trending	London	21
1/7/2025 13:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.28	DN	27.9	0.236	-3	1	EDGE	-0.5	-0.51	Trending	London-NewYork	19
1/7/2025 14:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.1	FL	27.9	0.236	-3	-8.2	EDGE	-0.5	-0.54	Trending	London-NewYork	19
1/7/2025 15:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	0.78	DN	29.6	0.175	-3	-11.5	EDGE	-0.6	-0.58	Trending	London-NewYork	16
1/7/2025 16:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	0.31	DN	29.6	0.175	-1	-16.5	EDGE	-0.7	-0.67	Trending	London-NewYork	20
1/7/2025 17:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	0.96	UP	29.6	0.175	-1	-24	EDGE	-0.9	-0.95	Trending	New York	56
1/7/2025 18:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.6	UP	29.6	0.175	-1	-42.9	EDGE	-1.1	-1.12	Trending	New York	18
1/7/2025 19:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	1.1	DN	25.9	0.078	1	-52	EDGE	-1	-1.03	Trending	New York	22
1/7/2025 20:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.48	UP	25.9	0.078	-1.25	-42.7	EDGE	-1.2	-1.15	Trending	New York	20
1/7/2025 21:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.37	FL	25.9	0.078	-1.25	-50	EDGE	-1.1	-1.15	Trending	New York	16
1/7/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.55	FL	25.9	0.078	-1.25	-47.9	EDGE	-1.2	-1.22	Trending	Off-Hours	20
1/7/2025 23:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.8	UP	22.8	0.08	-1.25	-50.5	EDGE	-1.3	-1.28	Trending	Off-Hours	15
1/8/2025 0:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	1.1	DN	22.8	0.08	1.75	-49.2	EDGE	-1.1	-1.14	Trending	Tokyo	102
1/8/2025 1:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.67	DN	22.8	0.08	1.75	-42.3	EDGE	-1.1	-1.07	Trending	Tokyo	81
1/8/2025 2:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.33	UP	22.8	0.08	1.75	-35.6	EDGE	-1.5	-1.51	Trending	Tokyo	24
1/8/2025 3:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.26	FL	22.7	0.237	1.75	-68.8	EDGE	-1.6	-1.55	Trending	Tokyo	20
1/8/2025 4:00	SELL	Red	Yellow	Yellow	Green	Green	Green	1.59	DN	22.7	0.237	6.25	-65.8	EDGE	-1.4	-1.43	Trending	Tokyo	18
1/8/2025 5:00	SELL	Red	Yellow	Yellow	Green	Green	Green	0.94	DN	22.7	0.237	6.25	-53.8	EDGE	-1.3	-1.29	Trending	Tokyo	17
1/8/2025 6:00	SELL	Yellow	Yellow	Yellow	Green	Green	Green	1.18	UP	22.7	0.237	6.25	-42.2	EDGE	-1.4	-1.37	Trending	Tokyo	22
1/8/2025 7:00	SELL	Yellow	Yellow	Yellow	Green	Green	Green	1.16	FL	22.5	0.194	6.25	-47.2	EDGE	-1.4	-1.37	Trending	Tokyo	18
1/8/2025 8:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.79	DN	22.5	0.194	2.25	-44.9	EDGE	-1.3	-1.29	Trending	Tokyo-London	21
1/8/2025 9:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.88	FL	22.5	0.194	2.25	-38	EDGE	-1.3	-1.32	Trending	London	20
1/8/2025 10:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.67	UP	22.5	0.194	2.25	-39.7	EDGE	-1.5	-1.51	Trending	London	22
1/8/2025 11:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	1.2	DN	22.4	0.151	2.25	-52.8	EDGE	-1.4	-1.43	Trending	London	22
1/8/2025 12:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.61	UP	22.4	0.151	2.25	-44.9	EDGE	-1.5	-1.54	Trending	London	19
1/8/2025 13:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.99	UP	22.4	0.151	2.25	-51.6	EDGE	-1.7	-1.67	Trending	London-NewYork	20
1/8/2025 14:00	SELL	Green	Yellow	Green	Yellow	Green	Green	2.78	UP	22.4	0.151	2.25	-58.9	OK	-1.9	-1.93	Trending	London-NewYork	21
1/8/2025 15:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.81	DN	25.3	0.156	2.25	-74.2	EDGE	-1.5	-1.52	Trending	London-NewYork	19
1/8/2025 16:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.05	UP	25.3	0.156	2.25	-39.9	EDGE	-1.6	-1.57	Trending	London-NewYork	19
1/8/2025 17:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.68	DN	25.3	0.156	2.25	-43.8	EDGE	-1.5	-1.5	Trending	New York	23
1/8/2025 18:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.32	DN	25.3	0.156	2.25	-38.5	EDGE	-1.4	-1.43	Trending	New York	24
1/8/2025 19:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.64	UP	25.6	0.234	2.25	-32.4	EDGE	-1.5	-1.51	Trending	New York	21
1/8/2025 20:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.45	FL	25.6	0.234	2.25	-37.8	EDGE	-1.5	-1.48	Trending	New York	20
1/8/2025 21:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.25	DN	25.6	0.234	2.25	-35.5	EDGE	-1.4	-1.44	Trending	New York	20
1/8/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.15	FL	25.6	0.234	2.25	-33	EDGE	-1.3	-1.34	Trending	Off-Hours	21
1/8/2025 23:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.06	UP	25.4	0.408	2.25	-26.7	EDGE	-1.6	-1.6	Trending	Off-Hours	24
1/9/2025 0:00	SELL	Red	Green	Yellow	Yellow	Green	Green	0.7	DN	25.4	0.408	2.25	-47.1	EDGE	-1.5	-1.53	Trending	Tokyo	212
1/9/2025 1:00	SELL	Red	Green	Yellow	Yellow	Green	Green	0.58	FL	25.4	0.408	2.25	-40.7	EDGE	-1.5	-1.51	Trending	Tokyo	69
1/9/2025 2:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.22	UP	25.4	0.408	2.25	-39.3	EDGE	-1.7	-1.69	Trending	Tokyo	25
1/9/2025 3:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.43	UP	27.2	0.316	2.25	-51.1	EDGE	-1.8	-1.75	Trending	Tokyo	21
1/9/2025 4:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.61	FL	27.2	0.316	2.25	-53.5	EDGE	-1.8	-1.8	Trending	Tokyo	18
1/9/2025 5:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.74	FL	27.2	0.316	2.25	-55.3	EDGE	-1.8	-1.83	Trending	Tokyo	26
1/9/2025 6:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.67	FL	27.2	0.316	2.25	-55.2	EDGE	-1.8	-1.83	Trending	Tokyo	23
1/9/2025 7:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.68	FL	29.9	0.237	2.25	-52.4	EDGE	-1.8	-1.84	Trending	Tokyo	19
1/9/2025 8:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.88	FL	29.9	0.237	2.25	-51.2	EDGE	-1.9	-1.9	Trending	Tokyo-London	22
1/9/2025 9:00	SELL	Green	Yellow	Green	Yellow	Green	Green	2.23	UP	29.9	0.237	2.25	-53.2	OK	-2	-2.02	Trending	London	24
1/9/2025 10:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	1.23	DN	29.9	0.237	2.25	-61.2	EDGE	-1.9	-1.87	Trending	London	23
1/9/2025 11:00	SELL	Yellow	Green	Green	Yellow	Green	Green	1.43	UP	33.9	0.421	2.25	-46	OK	-1.9	-1.92	Trending	London	17
1/9/2025 12:00	SELL	Red	Green	Yellow	Green	Green	Green	0.61	DN	33.9	0.421	8.5	-49.8	EDGE	-1.8	-1.78	Trending	London	18
1/9/2025 13:00	SELL	Yellow	Green	Yellow	Green	Green	Green	0.33	DN	33.9	0.421	8.5	-37	EDGE	-1.6	-1.58	Trending	London-NewYork	19
1/9/2025 14:00	SELL	Red	Green	Yellow	Green	Green	Green	0.38	FL	33.9	0.421	8.5	-21.7	EDGE	-1.7	-1.73	Trending	London-NewYork	21
1/9/2025 15:00	SELL	Red	Green	Yellow	Green	Green	Green	0.03	DN	33.7	0.392	6.25	-34.6	EDGE	-1.7	-1.66	Trending	London-NewYork	18
1/9/2025 16:00	SELL	Yellow	Green	Yellow	Green	Green	Green	0.49	UP	33.7	0.392	6.25	-28.8	EDGE	-1.6	-1.55	Trending	London-NewYork	20
1/9/2025 17:00	SELL	Red	Green	Yellow	Green	Green	Green	0.53	FL	33.7	0.392	6.25	-21.4	EDGE	-1.8	-1.77	Trending	New York	22
1/9/2025 18:00	SELL	Red	Green	Yellow	Green	Green	Green	0.37	FL	33.7	0.392	6.25	-37.7	EDGE	-1.7	-1.74	Trending	New York	20
1/9/2025 19:00	SELL	Red	Green	Yellow	Green	Green	Green	0.18	FL	33.5	0.58	6.25	-34.4	EDGE	-1.7	-1.7	Trending	New York	24
1/9/2025 20:00	SELL	Red	Green	Yellow	Green	Green	Green	0.17	FL	33.5	0.58	3.25	-31.3	EDGE	-1.7	-1.7	Trending	New York	17
1/9/2025 21:00	SELL	Red	Green	Yellow	Green	Green	Green	0.13	FL	33.5	0.58	3.25	-30.8	EDGE	-1.7	-1.7	Trending	New York	22
1/9/2025 22:00	SELL	Red	Green	Yellow	Green	Green	Green	0.23	FL	33.5	0.58	3.25	-30.5	EDGE	-1.7	-1.72	Trending	Off-Hours	22
1/9/2025 23:00	SELL	Red	Green	Yellow	Yellow	Green	Green	0.45	UP	33.3	0.571	-1.25	-32.2	EDGE	-1.9	-1.88	Trending	Off-Hours	25
1/10/2025 0:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	0.04	DN	33.3	0.571	-1.25	-34.4	EDGE	-1.8	-1.79	Trending	Tokyo	87
1/10/2025 1:00	SELL	Red	Green	Green	Yellow	Green	Green	0.58	UP	33.3	0.571	-1.25	-22.4	OK	-1.9	-1.9	Trending	Tokyo	33
1/10/2025 2:00	SELL	Red	Green	Green	Yellow	Green	Green	0.52	FL	33.3	0.571	-1.25	-35.5	OK	-1.9	-1.89	Trending	Tokyo	20
1/10/2025 3:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.04	UP	29.3	0.279	-1.25	-34.2	EDGE	-1.6	-1.62	Trending	Tokyo	25
1/10/2025 4:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.03	FL	29.3	0.279	-1.25	-16.1	EDGE	-1.6	-1.62	Trending	Tokyo	22
1/10/2025 5:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.03	FL	29.3	0.279	-1.25	-16.5	EDGE	-1.6	-1.61	Trending	Tokyo	17
1/10/2025 6:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	0.53	DN	29.3	0.279	-1.25	-18.1	EDGE	-1.7	-1.68	Trending	Tokyo	25
1/10/2025 7:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	0.65	FL	25.9	0.182	-1.25	-22.4	EDGE	-1.7	-1.66	Trending	Tokyo	19
1/10/2025 8:00	SELL	Red	Yellow	Yellow	Red	Green	Yellow	0.02	DN	25.9	0.182	-9.25	-21.5	EDGE	-1.8	-1.76	Trending	Tokyo-London	19
1/10/2025 9:00	SELL	Red	Yellow	Yellow	Red	Green	Yellow	0.03	FL	25.9	0.182	-9.25	-29.4	EDGE	-1.8	-1.76	Trending	London	19
1/10/2025 10:00	SELL	Red	Yellow	Yellow	Red	Green	Yellow	0.49	UP	25.9	0.182	-9.25	-29.3	EDGE	-1.8	-1.84	Trending	London	23
