Open Time	Status	Magic	Symbol	Type	Timeframe	Pattern (Size)	Higher Trend	Higher RSI	Spread	Spread vs Base	News Time	Vol Steps (Lot)	Vol Steps ($)	Min Requied Capital ($)	Entry Prices	RiskFree Prices	Target Prices	Action Prices	Liquidity Price	Max Step	Max Virtual Step	Profit	Close Time
1/10/2025 23:06	Close	10011	AUDCAD_l	Long	m1	Major(89)	Downtrend	Neutral (40.5)	Normal (Now: 10 vs Avg: 11 points)	Normal (10 vs 23 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88658|0.88635|0.88589|0.88520|0.88428	0.88668|0.88653|0.88626|0.88588|0.88538	0.88714|0.88676|0.88649|0.88611|0.88561	0.88714|0.88676|0.88649|0.88611|0.88561	0.8829	3	3	5.97	1/13/2025 1:26
1/13/2025 3:02	Close	10012	AUDCAD_l	Short	m1	Major(76)	Uptrend	Neutral (63.2)	Normal (Now: 10 vs Avg: 14 points)	Normal (10 vs 29 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88793|0.88822|0.88880|0.88967|0.89083	0.88783|0.88802|0.88836|0.88885|0.88947	0.88725|0.88773|0.88807|0.88856|0.88918	0.88725|0.88773|0.88807|0.88856|0.88918	0.89257	3	3	7.08	1/13/2025 5:10
1/13/2025 6:23	Close	10013	AUDCAD_l	Long	m1	Mid Major(55)	Downtrend	Neutral (34.7)	Normal (Now: 12 vs Avg: 14 points)	Normal (12 vs 21 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88675|0.88654|0.88612|0.88549|0.88465	0.88687|0.88673|0.88649|0.88614|0.88568	0.88729|0.88694|0.88670|0.88635|0.88589	0.88729|0.88694|0.88670|0.88635|0.88589	0.88339	3	3	5.67	1/13/2025 9:04
1/13/2025 7:51	Close	10014	AUDCAD_l	Short	m1	Super Minor(13)	Downtrend	Neutral (63.5)	Normal (Now: 12 vs Avg: 11 points)	Normal (12 vs 18 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88624|0.88642|0.88678|0.88732|0.88804	0.88612|0.88624|0.88645|0.88675|0.88714	0.88576|0.88606|0.88627|0.88657|0.88696	0.88576|0.88606|0.88627|0.88657|0.88696	0.88912	2	2	2.64	1/13/2025 8:09
1/13/2025 10:08	Close	10015	AUDCAD_l	Short	m1	Mid Major(59)	Uptrend	Neutral (62.6)	Normal (Now: 9 vs Avg: 17 points)	Normal (9 vs 34 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88713|0.88747|0.88815|0.88917|0.89053	0.88704|0.88727|0.88766|0.88823|0.88897	0.88636|0.88693|0.88732|0.88789|0.88863	0.88636|0.88693|0.88732|0.88789|0.88863	0.89257	2	2	3.78	1/13/2025 10:40
1/13/2025 13:46	Close	10016	AUDCAD_l	Short	m1	Mid Major(52)	Uptrend	Neutral (66.1)	Normal (Now: 12 vs Avg: 12 points)	Normal (12 vs 25 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88728|0.88753|0.88803|0.88878|0.88978	0.88716|0.88733|0.88762|0.88804|0.88858	0.88666|0.88708|0.88737|0.88779|0.88833	0.88666|0.88708|0.88737|0.88779|0.88833	0.89128	1	1	1.89	1/13/2025 14:01
1/13/2025 16:29	Close	10017	AUDCAD_l	Long	m1	Major(78)	Downtrend	Neutral (32.3)	Normal (Now: 12 vs Avg: 19 points)	Normal (12 vs 40 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88561|0.88521|0.88441|0.88321|0.88161	0.88573|0.88546|0.88500|0.88433|0.88346	0.88653|0.88586|0.88540|0.88473|0.88386	0.88653|0.88586|0.88540|0.88473|0.88386	0.87921	1	1	2.46	1/13/2025 16:56
1/13/2025 17:54	Close	10018	AUDCAD_l	Short	m1	Mid Major(56)	Uptrend	Neutral (65.7)	Normal (Now: 12 vs Avg: 18 points)	Normal (12 vs 33 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88697|0.88730|0.88796|0.88895|0.89027	0.88685|0.88707|0.88746|0.88801|0.88872	0.88619|0.88674|0.88713|0.88768|0.88839	0.88619|0.88674|0.88713|0.88768|0.88839	0.89225	5	5	20.7	1/14/2025 14:07
1/14/2025 6:18	Close	10019	AUDCAD_l	Long	m1	Super Minor(13)	Downtrend	Neutral (31.9)	Normal (Now: 10 vs Avg: 10 points)	Normal (10 vs 14 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88915|0.88901|0.88873|0.88831|0.88775	0.88925|0.88916|0.88899|0.88876|0.88846	0.88953|0.88930|0.88913|0.88890|0.88860	0.88953|0.88930|0.88913|0.88890|0.88860	0.88691	1	1	0.84	1/14/2025 6:33
1/14/2025 8:05	Close	10020	AUDCAD_l	Long	m1	Minor(33)	Downtrend	Neutral (38.0)	Normal (Now: 12 vs Avg: 10 points)	Normal (12 vs 20 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88907|0.88887|0.88847|0.88787|0.88707	0.88919|0.88906|0.88882|0.88849|0.88806	0.88959|0.88926|0.88902|0.88869|0.88826	0.88959|0.88926|0.88902|0.88869|0.88826	0.88587	1	1	1.26	1/14/2025 8:10
1/14/2025 11:19	Close	10021	AUDCAD_l	Long	m1	Minor(41)	Downtrend	Neutral (38.3)	Normal (Now: 10 vs Avg: 16 points)	Normal (10 vs 28 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89007|0.88979|0.88923|0.88839|0.88727	0.89017|0.88998|0.88966|0.88919|0.88858	0.89073|0.89026|0.88994|0.88947|0.88886	0.89073|0.89026|0.88994|0.88947|0.88886	0.88559	4	4	11.13	1/14/2025 15:30
1/14/2025 16:29	Close	10022	AUDCAD_l	Short	m1	Mid Major(58)	Uptrend	Neutral (63.6)	Normal (Now: 11 vs Avg: 30 points)	Normal (11 vs 40 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88963|0.89003|0.89083|0.89203|0.89363	0.88952|0.88979|0.89025|0.89092|0.89179	0.88872|0.88939|0.88985|0.89052|0.89139	0.88872|0.88939|0.88985|0.89052|0.89139	0.89603	2	2	4.71	1/14/2025 16:47
1/14/2025 20:26	Close	10023	AUDCAD_l	Long	m1	Major(84)	Downtrend	Neutral (36.0)	Normal (Now: 12 vs Avg: 12 points)	Normal (12 vs 19 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88795|0.88776|0.88738|0.88681|0.88605	0.88807|0.88794|0.88772|0.88741|0.88699	0.88845|0.88813|0.88791|0.88760|0.88718	0.88845|0.88813|0.88791|0.88760|0.88718	0.88491	1	1	1.17	1/14/2025 20:34
1/15/2025 5:01	Close	10024	AUDCAD_l	Short	m1	Major(83)	Uptrend	Neutral (66.5)	Normal (Now: 9 vs Avg: 10 points)	Normal (9 vs 17 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88839|0.88856|0.88890|0.88941|0.89009	0.88830|0.88841|0.88861|0.88890|0.88926	0.88796|0.88824|0.88844|0.88873|0.88909	0.88796|0.88824|0.88844|0.88873|0.88909	0.89111	3	3	4.68	1/15/2025 8:11
1/15/2025 8:11	Close	10025	AUDCAD_l	Long	m1	Super Minor(21)	Downtrend	Neutral (37.2)	Normal (Now: 9 vs Avg: 11 points)	Normal (9 vs 23 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88837|0.88814|0.88768|0.88699|0.88607	0.88846|0.88831|0.88804|0.88766|0.88716	0.88892|0.88854|0.88827|0.88789|0.88739	0.88892|0.88854|0.88827|0.88789|0.88739	0.88469	1	1	1.44	1/15/2025 8:30
1/15/2025 9:11	Close	10026	AUDCAD_l	Short	m1	Minor(38)	Uptrend	Neutral (65.3)	Normal (Now: 11 vs Avg: 10 points)	Normal (11 vs 29 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88920|0.88949|0.89007|0.89094|0.89210	0.88909|0.88928|0.88962|0.89011|0.89073	0.88851|0.88899|0.88933|0.88982|0.89044	0.88851|0.88899|0.88933|0.88982|0.89044	0.89384	3	3	7.29	1/15/2025 10:47
1/15/2025 11:45	Close	10027	AUDCAD_l	Short	m1	Major(100)	Uptrend	Neutral (65.0)	Normal (Now: 10 vs Avg: 13 points)	Normal (10 vs 21 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89023|0.89044|0.89086|0.89149|0.89233	0.89013|0.89027|0.89052|0.89087|0.89132	0.88971|0.89006|0.89031|0.89066|0.89111	0.88971|0.89006|0.89031|0.89066|0.89111	0.89359	1	1	1.56	1/15/2025 12:17
1/15/2025 14:38	Close	10028	AUDCAD_l	Long	m1	Minor(40)	Downtrend	Neutral (42.4)	Normal (Now: 12 vs Avg: 13 points)	Normal (12 vs 28 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.88945|0.88917|0.88861|0.88777|0.88665	0.88957|0.88938|0.88906|0.88859|0.88798	0.89013|0.88966|0.88934|0.88887|0.88826	0.89013|0.88966|0.88934|0.88887|0.88826	0.88497	2	2	3.36	1/15/2025 15:30
1/15/2025 15:58	Close	10029	AUDCAD_l	Short	m1	Super Minor(26)	Uptrend	Overbought (75.8)	Normal (Now: 10 vs Avg: 29 points)	Normal (10 vs 57 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89330|0.89387|0.89501|0.89672|0.89900	0.89320|0.89358|0.89425|0.89520|0.89643	0.89206|0.89301|0.89368|0.89463|0.89586	0.89206|0.89301|0.89368|0.89463|0.89586	0.90242	1	1	3.75	1/15/2025 17:52
1/15/2025 18:57	Close	10030	AUDCAD_l	Long	m1	Super Minor(20)	Downtrend	Neutral (38.4)	Normal (Now: 11 vs Avg: 22 points)	Normal (11 vs 32 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89145|0.89113|0.89049|0.88953|0.88825	0.89156|0.89135|0.89097|0.89044|0.88975	0.89220|0.89167|0.89129|0.89076|0.89007	0.89220|0.89167|0.89129|0.89076|0.89007	0.88633	1	1	1.89	1/15/2025 19:43
1/15/2025 19:44	Close	10031	AUDCAD_l	Short	m1	Super Minor(17)	Uptrend	Neutral (60.6)	Normal (Now: 10 vs Avg: 15 points)	Normal (10 vs 25 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89220|0.89245|0.89295|0.89370|0.89470	0.89210|0.89227|0.89256|0.89298|0.89352	0.89160|0.89202|0.89231|0.89273|0.89327	0.89160|0.89202|0.89231|0.89273|0.89327	0.8962	2	2	3.03	1/16/2025 0:07
1/16/2025 1:28	Close	10032	AUDCAD_l	Short	m1	Super Minor(19)	Uptrend	Overbought (71.5)	Normal (Now: 13 vs Avg: 11 points)	Normal (13 vs 17 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89317|0.89334|0.89368|0.89419|0.89487	0.89304|0.89315|0.89335|0.89364|0.89400	0.89270|0.89298|0.89318|0.89347|0.89383	0.89270|0.89298|0.89318|0.89347|0.89383	0.89589	2	2	2.67	1/16/2025 2:01
1/16/2025 2:31	Close	10033	AUDCAD_l	Short	m1	Major(82)	Uptrend	Overbought (72.5)	Normal (Now: 6 vs Avg: 14 points)	Normal (6 vs 54 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89355|0.89409|0.89517|0.89679|0.89895	0.89349|0.89385|0.89448|0.89538|0.89655	0.89241|0.89331|0.89394|0.89484|0.89601	0.89241|0.89331|0.89394|0.89484|0.89601	0.90219	1	1	3.21	1/16/2025 3:52
1/16/2025 5:19	Close	10034	AUDCAD_l	Long	m1	Super Minor(24)	Downtrend	Neutral (34.2)	Normal (Now: 12 vs Avg: 13 points)	Normal (12 vs 26 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89143|0.89117|0.89065|0.88987|0.88883	0.89155|0.89138|0.89107|0.89064|0.89008	0.89207|0.89164|0.89133|0.89090|0.89034	0.89207|0.89164|0.89133|0.89090|0.89034	0.88727	4	4	11.16	1/16/2025 8:15
1/16/2025 9:26	Close	10035	AUDCAD_l	Short	m1	Super Minor(12)	Uptrend	Neutral (64.4)	Normal (Now: 12 vs Avg: 14 points)	Normal (12 vs 32 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89188|0.89220|0.89284|0.89380|0.89508	0.89176|0.89197|0.89235|0.89288|0.89357	0.89112|0.89165|0.89203|0.89256|0.89325	0.89112|0.89165|0.89203|0.89256|0.89325	0.897	3	3	8.52	1/16/2025 14:18
1/16/2025 11:43	Close	10036	AUDCAD_l	Long	m1	Minor(36)	Uptrend	Neutral (36.7)	Normal (Now: 12 vs Avg: 14 points)	Normal (12 vs 28 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89280|0.89252|0.89196|0.89112|0.89000	0.89292|0.89273|0.89241|0.89194|0.89133	0.89348|0.89301|0.89269|0.89222|0.89161	0.89348|0.89301|0.89269|0.89222|0.89161	0.88832	4	4	12.33	1/16/2025 15:45
1/16/2025 17:06	Close	10037	AUDCAD_l	Short	m1	Minor(48)	Uptrend	Neutral (58.1)	Normal (Now: 8 vs Avg: 20 points)	Normal (8 vs 46 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89292|0.89338|0.89430|0.89568|0.89752	0.89284|0.89315|0.89368|0.89445|0.89545	0.89192|0.89269|0.89322|0.89399|0.89499	0.89192|0.89269|0.89322|0.89399|0.89499	0.90028	4	4	17.04	1/16/2025 20:30
1/16/2025 23:20	Close	10038	AUDCAD_l	Long	m1	Super Minor(17)	Downtrend	Neutral (37.9)	Normal (Now: 11 vs Avg: 10 points)	Normal (11 vs 15 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89365|0.89350|0.89320|0.89275|0.89215	0.89376|0.89366|0.89349|0.89324|0.89291	0.89406|0.89381|0.89364|0.89339|0.89306	0.89406|0.89381|0.89364|0.89339|0.89306	0.89125	1	1	0.9	1/17/2025 0:14
1/17/2025 2:44	Close	10039	AUDCAD_l	Short	m1	Mid Major(64)	Uptrend	Neutral (60.0)	High (Now: 12 vs Avg: 9 points)	Normal (12 vs 16 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89408|0.89424|0.89456|0.89504|0.89568	0.89396|0.89407|0.89425|0.89452|0.89487	0.89364|0.89391|0.89409|0.89436|0.89471	0.89364|0.89391|0.89409|0.89436|0.89471	0.89664	2	2	2.52	1/17/2025 3:03
1/17/2025 3:53	Close	10040	AUDCAD_l	Short	m1	Mid Major(67)	Uptrend	Neutral (66.5)	Normal (Now: 4 vs Avg: 12 points)	Normal (4 vs 23 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89452|0.89475|0.89521|0.89590|0.89682	0.89448|0.89463|0.89490|0.89529|0.89578	0.89402|0.89440|0.89467|0.89506|0.89555	0.89402|0.89440|0.89467|0.89506|0.89555	0.8982	2	2	2.43	1/17/2025 4:03
1/17/2025 4:08	Close	10041	AUDCAD_l	Short	m1	Super Minor(15)	Uptrend	Neutral (59.7)	Normal (Now: 12 vs Avg: 14 points)	Normal (12 vs 38 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89471|0.89509|0.89585|0.89699|0.89851	0.89459|0.89484|0.89529|0.89592|0.89674	0.89383|0.89446|0.89491|0.89554|0.89636	0.89383|0.89446|0.89491|0.89554|0.89636	0.90079	2	2	4.53	1/17/2025 4:49
1/17/2025 6:45	Close	10042	AUDCAD_l	Long	m1	Super Minor(15)	Downtrend	Oversold (18.4)	Normal (Now: 11 vs Avg: 11 points)	Normal (11 vs 28 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89246|0.89218|0.89162|0.89078|0.88966	0.89257|0.89238|0.89206|0.89159|0.89098	0.89313|0.89266|0.89234|0.89187|0.89126	0.89313|0.89266|0.89234|0.89187|0.89126	0.88798	1	1	1.68	1/17/2025 7:30
1/17/2025 8:54	Close	10043	AUDCAD_l	Short	m1	Super Minor(12)	Uptrend	Overbought (70.7)	Normal (Now: 12 vs Avg: 10 points)	Normal (12 vs 18 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89366|0.89384|0.89420|0.89474|0.89546	0.89354|0.89366|0.89387|0.89417|0.89456	0.89318|0.89348|0.89369|0.89399|0.89438	0.89318|0.89348|0.89369|0.89399|0.89438	0.89654	4	4	9.27	1/17/2025 11:58
1/17/2025 11:58	Close	10044	AUDCAD_l	Long	m1	Super Minor(20)	Downtrend	Neutral (35.6)	Normal (Now: 12 vs Avg: 13 points)	Normal (12 vs 26 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89387|0.89361|0.89309|0.89231|0.89127	0.89399|0.89382|0.89351|0.89308|0.89252	0.89451|0.89408|0.89377|0.89334|0.89278	0.89451|0.89408|0.89377|0.89334|0.89278	0.88971	5	5	18.12	1/17/2025 16:30
1/17/2025 17:09	Close	10045	AUDCAD_l	Short	m1	Super Minor(14)	Uptrend	Overbought (76.5)	Normal (Now: 9 vs Avg: 35 points)	Normal (9 vs 75 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89569|0.89644|0.89794|0.90019|0.90319	0.89560|0.89610|0.89698|0.89823|0.89985	0.89410|0.89535|0.89623|0.89748|0.89910	0.89410|0.89535|0.89623|0.89748|0.89910	0.90769	3	3	15.93	1/20/2025 15:32
1/20/2025 10:30	Close	10046	AUDCAD_l	Long	m1	Super Minor(11)	Uptrend	Neutral (39.3)	Normal (Now: 12 vs Avg: 13 points)	Normal (12 vs 25 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89827|0.89802|0.89752|0.89677|0.89577	0.89839|0.89822|0.89793|0.89752|0.89697	0.89889|0.89847|0.89818|0.89777|0.89722	0.89889|0.89847|0.89818|0.89777|0.89722	0.89427	3	3	6.45	1/20/2025 15:30
1/20/2025 15:32	Close	10047	AUDCAD_l	Long	m1	Major(90)	Downtrend	Neutral (34.6)	Normal (Now: 3 vs Avg: 20 points)	Normal (3 vs 79 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89658|0.89579|0.89421|0.89184|0.88868	0.89661|0.89608|0.89516|0.89385|0.89213	0.89819|0.89687|0.89595|0.89464|0.89292	0.89819|0.89687|0.89595|0.89464|0.89292	0.88394	1	1	5.04	1/20/2025 15:33
1/20/2025 23:24	Close	10048	AUDCAD_l	Short	m1	Super Minor(25)	Uptrend	Neutral (62.6)	Normal (Now: 14 vs Avg: 15 points)	Normal (14 vs 29 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89785|0.89814|0.89872|0.89959|0.90075	0.89771|0.89790|0.89824|0.89873|0.89935	0.89713|0.89761|0.89795|0.89844|0.89906	0.89713|0.89761|0.89795|0.89844|0.89906	0.90249	1	1	2.97	1/21/2025 1:00
1/21/2025 1:53	Close	10049	AUDCAD_l	Short	m1	Minor(37)	Uptrend	Neutral (64.5)	Normal (Now: 13 vs Avg: 20 points)	Normal (13 vs 34 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.89844|0.89878|0.89946|0.90048|0.90184	0.89831|0.89854|0.89893|0.89950|0.90024	0.89763|0.89820|0.89859|0.89916|0.89990	0.89763|0.89820|0.89859|0.89916|0.89990	0.90388	1	1	2.4	1/21/2025 2:35
1/21/2025 7:30	Close	10050	AUDCAD_l	Long	m1	Super Minor(16)	Downtrend	Neutral (35.0)	Normal (Now: 8 vs Avg: 12 points)	Normal (8 vs 24 points)	 Calendar Unavailable 	0.03|0.06|0.09|0.12|0.15	3.00|6.00|9.00|12.00|15.00	0	0.90001|0.89977|0.89929|0.89857|0.89761	0.90009|0.89993|0.89965|0.89925|0.89873	0.90057|0.90017|0.89989|0.89949|0.89897	0.90057|0.90017|0.89989|0.89949|0.89897	0.89617	3	3	5.7	1/21/2025 8:12
