Open Time;Status;Magic;Symbol;Type;Timeframe;Pattern (Size);Higher Trend;Higher RSI;Spread;Spread vs Base;News Time;Vol Steps (Lot);Vol Steps ($);Min Requied Capital ($);Entry Prices;RiskFree Prices;Target Prices;Action Prices;Liquidity Price;Max Step;Max Virtual Step;Profit;Close Time
2025.04.11 03:17;Close;10011;AUDCAD_l;Long;m1;Mid Major(62);Downtrend;Neutral (35.1);Normal (Now: 8 vs Avg: 34 points);Normal (8 vs 93 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86698|0.86605|0.86419|0.86140|0.85768;0.86706|0.86644|0.86536|0.86381|0.86179;0.86892|0.86737|0.86629|0.86474|0.86272;0.86892|0.86737|0.86629|0.86474|0.86272;0.85210;3;3;18.99;2025.04.11 03:38
2025.04.11 04:36;Close;10012;AUDCAD_l;Short;m1;Super Minor(26);Uptrend;Neutral (64.6);Normal (Now: 10 vs Avg: 56 points);Normal (10 vs 84 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86945|0.87029|0.87197|0.87449|0.87785;0.86935|0.86991|0.87089|0.87229|0.87411;0.86767|0.86907|0.87005|0.87145|0.87327;0.86767|0.86907|0.87005|0.87145|0.87327;0.88289;2;2;8.97;2025.04.11 06:04
2025.04.11 07:38;Close;10013;AUDCAD_l;Long;m1;Super Minor(18);Downtrend;Oversold (27.5);Normal (Now: 9 vs Avg: 36 points);Normal (9 vs 68 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86724|0.86656|0.86520|0.86316|0.86044;0.86733|0.86688|0.86608|0.86495|0.86348;0.86869|0.86756|0.86676|0.86563|0.86416;0.86869|0.86756|0.86676|0.86563|0.86416;0.85636;3;3;13.71;2025.04.11 08:44
2025.04.11 11:01;Close;10014;AUDCAD_l;Long;m1;Minor(39);Downtrend;Neutral (33.8);Normal (Now: 7 vs Avg: 44 points);Normal (7 vs 92 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86374|0.86282|0.86098|0.85822|0.85454;0.86381|0.86320|0.86212|0.86059|0.85860;0.86565|0.86412|0.86304|0.86151|0.85952;0.86565|0.86412|0.86304|0.86151|0.85952;0.84902;2;2;9.36;2025.04.11 11:53
2025.04.11 13:56;Close;10015;AUDCAD_l;Short;m1;Major(118);Uptrend;Neutral (64.7);Normal (Now: 9 vs Avg: 32 points);Normal (9 vs 53 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86604|0.86657|0.86763|0.86922|0.87134;0.86595|0.86630|0.86692|0.86781|0.86895;0.86489|0.86577|0.86639|0.86728|0.86842;0.86489|0.86577|0.86639|0.86728|0.86842;0.87452;3;3;11.40;2025.04.11 14:57
2025.04.11 19:17;Close;10016;AUDCAD_l;Short;m1;Super Minor(24);Uptrend;Neutral (63.9);Normal (Now: 10 vs Avg: 37 points);Normal (10 vs 77 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.86872|0.86949|0.87103|0.87334|0.87642;0.86862|0.86913|0.87003|0.87132|0.87298;0.86708|0.86836|0.86926|0.87055|0.87221;0.86708|0.86836|0.86926|0.87055|0.87221;0.88104;5;5;39.42;2025.04.14 16:10
2025.04.11 23:56;Close;10017;AUDCAD_l;Long;m1;Super Minor(29);Downtrend;Neutral (37.0);Normal (Now: 21 vs Avg: 24 points);Normal (21 vs 51 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87199|0.87148|0.87046|0.86893|0.86689;0.87220|0.87186|0.87127|0.87042|0.86931;0.87322|0.87237|0.87178|0.87093|0.86982;0.87322|0.87237|0.87178|0.87093|0.86982;0.86383;2;2;5.85;2025.04.11 23:58
2025.04.14 06:43;Close;10018;AUDCAD_l;Long;m1;Major(113);Downtrend;Neutral (36.5);Normal (Now: 9 vs Avg: 21 points);Normal (9 vs 37 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87138|0.87101|0.87027|0.86916|0.86768;0.87147|0.87122|0.87079|0.87018|0.86937;0.87221|0.87159|0.87116|0.87055|0.86974;0.87221|0.87159|0.87116|0.87055|0.86974;0.86546;1;1;2.19;2025.04.14 07:16
2025.04.14 13:02;Close;10019;AUDCAD_l;Long;m1;Minor(35);Downtrend;Neutral (37.2);Normal (Now: 9 vs Avg: 19 points);Normal (9 vs 35 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87551|0.87516|0.87446|0.87341|0.87201;0.87560|0.87537|0.87496|0.87438|0.87362;0.87630|0.87572|0.87531|0.87473|0.87397;0.87630|0.87572|0.87531|0.87473|0.87397;0.86991;1;1;2.13;2025.04.14 13:14
2025.04.14 15:57;Close;10020;AUDCAD_l;Long;m1;Major(127);Downtrend;Neutral (35.9);Normal (Now: 9 vs Avg: 24 points);Normal (9 vs 51 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87440|0.87389|0.87287|0.87134|0.86930;0.87449|0.87415|0.87356|0.87271|0.87160;0.87551|0.87466|0.87407|0.87322|0.87211;0.87551|0.87466|0.87407|0.87322|0.87211;0.86624;3;3;11.76;2025.04.14 16:55
2025.04.14 19:20;Close;10021;AUDCAD_l;Short;m1;Major(115);Uptrend;Neutral (63.2);Normal (Now: 10 vs Avg: 27 points);Normal (10 vs 57 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87794|0.87851|0.87965|0.88136|0.88364;0.87784|0.87822|0.87889|0.87984|0.88107;0.87670|0.87765|0.87832|0.87927|0.88050;0.87670|0.87765|0.87832|0.87927|0.88050;0.88706;2;2;6.60;2025.04.14 19:27
2025.04.14 22:22;Close;10022;AUDCAD_l;Short;m1;Minor(31);Uptrend;Neutral (63.8);Normal (Now: 8 vs Avg: 17 points);Normal (8 vs 35 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87906|0.87941|0.88011|0.88116|0.88256;0.87898|0.87921|0.87962|0.88021|0.88096;0.87828|0.87886|0.87927|0.87986|0.88061;0.87828|0.87886|0.87927|0.87986|0.88061;0.88466;1;1;2.28;2025.04.14 22:55
2025.04.15 02:34;Close;10023;AUDCAD_l;Short;m1;Mid Major(54);Uptrend;Neutral (69.3);Normal (Now: 10 vs Avg: 13 points);Normal (10 vs 22 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87870|0.87892|0.87936|0.88002|0.88090;0.87860|0.87875|0.87900|0.87937|0.87985;0.87816|0.87853|0.87878|0.87915|0.87963;0.87816|0.87853|0.87878|0.87915|0.87963;0.88222;2;2;2.85;2025.04.15 02:46
2025.04.15 03:09;Close;10024;AUDCAD_l;Short;m1;Major(89);Uptrend;Overbought (72.4);Normal (Now: 10 vs Avg: 18 points);Normal (10 vs 47 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.87934|0.87981|0.88075|0.88216|0.88404;0.87924|0.87955|0.88010|0.88089|0.88190;0.87830|0.87908|0.87963|0.88042|0.88143;0.87830|0.87908|0.87963|0.88042|0.88143;0.88686;3;3;10.59;2025.04.15 04:58
2025.04.15 07:34;Close;10025;AUDCAD_l;Short;m1;Minor(43);Uptrend;Overbought (72.3);Normal (Now: 9 vs Avg: 13 points);Normal (9 vs 38 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88230|0.88268|0.88344|0.88458|0.88610;0.88221|0.88246|0.88291|0.88354|0.88436;0.88145|0.88208|0.88253|0.88316|0.88398;0.88145|0.88208|0.88253|0.88316|0.88398;0.88838;2;2;4.29;2025.04.15 08:44
2025.04.15 14:10;Close;10026;AUDCAD_l;Short;m1;Super Minor(11);Uptrend;Neutral (67.6);Normal (Now: 9 vs Avg: 17 points);Normal (9 vs 36 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88186|0.88222|0.88294|0.88402|0.88546;0.88177|0.88201|0.88243|0.88303|0.88381;0.88105|0.88165|0.88207|0.88267|0.88345;0.88105|0.88165|0.88207|0.88267|0.88345;0.88762;2;2;4.17;2025.04.15 14:50
2025.04.15 16:46;Close;10027;AUDCAD_l;Long;m1;Super Minor(18);Uptrend;Neutral (38.5);Normal (Now: 10 vs Avg: 26 points);Normal (10 vs 57 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88455|0.88398|0.88284|0.88113|0.87885;0.88465|0.88427|0.88361|0.88266|0.88142;0.88579|0.88484|0.88418|0.88323|0.88199;0.88579|0.88484|0.88418|0.88323|0.88199;0.87543;1;1;3.45;2025.04.15 17:22
2025.04.15 23:02;Close;10028;AUDCAD_l;Long;m1;Major(120);Downtrend;Oversold (29.5);Normal (Now: 11 vs Avg: 14 points);Normal (11 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88584|0.88550|0.88482|0.88380|0.88244;0.88595|0.88572|0.88533|0.88476|0.88402;0.88663|0.88606|0.88567|0.88510|0.88436;0.88663|0.88606|0.88567|0.88510|0.88436;0.88040;4;4;13.26;2025.04.16 03:16
2025.04.16 05:45;Close;10029;AUDCAD_l;Long;m1;Super Minor(13);Downtrend;Oversold (26.3);Normal (Now: 8 vs Avg: 22 points);Normal (8 vs 44 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88335|0.88291|0.88203|0.88071|0.87895;0.88343|0.88314|0.88262|0.88189|0.88094;0.88431|0.88358|0.88306|0.88233|0.88138;0.88431|0.88358|0.88306|0.88233|0.88138;0.87631;1;1;2.58;2025.04.16 06:11
2025.04.16 11:39;Close;10030;AUDCAD_l;Short;m1;Super Minor(11);Uptrend;Overbought (74.7);Normal (Now: 10 vs Avg: 33 points);Normal (10 vs 145 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88635|0.88780|0.89070|0.89505|0.90085;0.88625|0.88722|0.88891|0.89133|0.89447;0.88335|0.88577|0.88746|0.88988|0.89302;0.88335|0.88577|0.88746|0.88988|0.89302;0.90955;1;1;8.91;2025.04.16 20:59
2025.04.16 20:40;Close;10031;AUDCAD_l;Long;m1;Mid Major(54);Downtrend;Neutral (37.4);Normal (Now: 11 vs Avg: 21 points);Normal (11 vs 67 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88468|0.88401|0.88267|0.88066|0.87798;0.88479|0.88434|0.88356|0.88245|0.88099;0.88613|0.88501|0.88423|0.88312|0.88166;0.88613|0.88501|0.88423|0.88312|0.88166;0.87396;4;4;23.25;2025.04.17 13:14
2025.04.17 02:01;Close;10032;AUDCAD_l;Short;m1;Major(78);Uptrend;Neutral (59.0);Normal (Now: 11 vs Avg: 12 points);Normal (11 vs 26 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88329|0.88355|0.88407|0.88485|0.88589;0.88318|0.88335|0.88366|0.88409|0.88465;0.88266|0.88309|0.88340|0.88383|0.88439;0.88266|0.88309|0.88340|0.88383|0.88439;0.88745;1;1;1.95;2025.04.17 02:59
2025.04.17 11:50;Close;10033;AUDCAD_l;Short;m1;Super Minor(15);Uptrend;Neutral (60.3);Normal (Now: 8 vs Avg: 16 points);Normal (8 vs 32 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88162|0.88194|0.88258|0.88354|0.88482;0.88154|0.88175|0.88213|0.88266|0.88335;0.88090|0.88143|0.88181|0.88234|0.88303;0.88090|0.88143|0.88181|0.88234|0.88303;0.88674;5;5;18.48;2025.04.17 20:40
2025.04.17 20:37;Close;10034;AUDCAD_l;Long;m1;Mid Major(59);Downtrend;Neutral (36.4);Normal (Now: 11 vs Avg: 17 points);Normal (11 vs 26 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88330|0.88304|0.88252|0.88174|0.88070;0.88341|0.88324|0.88293|0.88250|0.88194;0.88393|0.88350|0.88319|0.88276|0.88220;0.88393|0.88350|0.88319|0.88276|0.88220;0.87914;2;2;3.00;2025.04.17 20:47
2025.04.18 03:07;Close;10035;AUDCAD_l;Short;m1;Super Minor(13);Uptrend;Overbought (72.1);High (Now: 78 vs Avg: 12 points);Higher (78 vs 27 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88466|0.88493|0.88547|0.88628|0.88736;0.88388|0.88406|0.88438|0.88483|0.88541;0.88334|0.88379|0.88411|0.88456|0.88514;0.88334|0.88379|0.88411|0.88456|0.88514;0.88898;2;2;9.72;2025.04.18 04:42
2025.04.18 04:03;Close;10036;AUDCAD_l;Long;m1;Super Minor(25);Uptrend;Neutral (38.7);Normal (Now: 8 vs Avg: 16 points);Normal (8 vs 33 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88415|0.88382|0.88316|0.88217|0.88085;0.88423|0.88401|0.88363|0.88308|0.88236;0.88489|0.88434|0.88396|0.88341|0.88269;0.88489|0.88434|0.88396|0.88341|0.88269;0.87887;3;3;7.41;2025.04.18 07:23
2025.04.18 10:14;Close;10037;AUDCAD_l;Long;m1;Major(80);Downtrend;Neutral (39.1);Normal (Now: 22 vs Avg: 23 points);Normal (22 vs 67 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88324|0.88257|0.88123|0.87922|0.87654;0.88346|0.88301|0.88223|0.88112|0.87966;0.88480|0.88368|0.88290|0.88179|0.88033;0.88480|0.88368|0.88290|0.88179|0.88033;0.87252;2;2;7.38;2025.04.18 14:04
2025.04.18 22:39;Close;10038;AUDCAD_l;Long;m1;Minor(46);Downtrend;Neutral (45.1);High (Now: 15 vs Avg: 8 points);Higher (15 vs 14 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88276|0.88262|0.88234|0.88192|0.88136;0.88291|0.88282|0.88265|0.88242|0.88212;0.88319|0.88296|0.88279|0.88256|0.88226;0.88319|0.88296|0.88279|0.88256|0.88226;0.88052;4;4;8.28;2025.04.21 01:44
2025.04.21 02:49;Close;10039;AUDCAD_l;Short;m1;Major(141);Uptrend;Neutral (60.3);Normal (Now: 12 vs Avg: 16 points);Normal (12 vs 31 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88321|0.88352|0.88414|0.88507|0.88631;0.88309|0.88330|0.88366|0.88418|0.88485;0.88247|0.88299|0.88335|0.88387|0.88454;0.88247|0.88299|0.88335|0.88387|0.88454;0.88817;2;2;3.96;2025.04.21 03:53
2025.04.21 09:06;Close;10040;AUDCAD_l;Short;m1;Super Minor(16);Uptrend;Neutral (63.5);Normal (Now: 11 vs Avg: 16 points);Normal (11 vs 38 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88672|0.88710|0.88786|0.88900|0.89052;0.88661|0.88686|0.88731|0.88794|0.88876;0.88585|0.88648|0.88693|0.88756|0.88838;0.88585|0.88648|0.88693|0.88756|0.88838;0.89280;1;1;2.64;2025.04.21 09:18
2025.04.21 10:41;Close;10041;AUDCAD_l;Short;m1;Major(130);Uptrend;Neutral (68.5);Normal (Now: 8 vs Avg: 21 points);Normal (8 vs 41 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88679|0.88720|0.88802|0.88925|0.89089;0.88671|0.88698|0.88746|0.88815|0.88903;0.88589|0.88657|0.88705|0.88774|0.88862;0.88589|0.88657|0.88705|0.88774|0.88862;0.89335;2;2;4.59;2025.04.21 11:30
2025.04.21 11:31;Close;10042;AUDCAD_l;Long;m1;Super Minor(27);Uptrend;Neutral (40.6);Normal (Now: 11 vs Avg: 21 points);Normal (11 vs 31 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88653|0.88622|0.88560|0.88467|0.88343;0.88664|0.88643|0.88607|0.88556|0.88488;0.88726|0.88674|0.88638|0.88587|0.88519;0.88726|0.88674|0.88638|0.88587|0.88519;0.88157;1;1;1.86;2025.04.21 12:37
2025.04.21 15:25;Close;10043;AUDCAD_l;Long;m1;Super Minor(11);Downtrend;Neutral (36.4);Normal (Now: 12 vs Avg: 18 points);Normal (12 vs 37 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88617|0.88580|0.88506|0.88395|0.88247;0.88629|0.88604|0.88561|0.88500|0.88419;0.88703|0.88641|0.88598|0.88537|0.88456;0.88703|0.88641|0.88598|0.88537|0.88456;0.88025;2;2;4.08;2025.04.21 15:43
2025.04.21 19:50;Close;10044;AUDCAD_l;Short;m1;Super Minor(20);Uptrend;Neutral (65.9);Normal (Now: 11 vs Avg: 14 points);Normal (11 vs 27 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88673|0.88700|0.88754|0.88835|0.88943;0.88662|0.88680|0.88712|0.88757|0.88815;0.88608|0.88653|0.88685|0.88730|0.88788;0.88608|0.88653|0.88685|0.88730|0.88788;0.89105;3;3;7.89;2025.04.21 20:02
2025.04.21 22:03;Close;10045;AUDCAD_l;Short;m1;Super Minor(28);Uptrend;Neutral (65.7);Normal (Now: 11 vs Avg: 14 points);Normal (11 vs 28 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88763|0.88791|0.88847|0.88931|0.89043;0.88752|0.88771|0.88803|0.88850|0.88911;0.88696|0.88743|0.88775|0.88822|0.88883;0.88696|0.88743|0.88775|0.88822|0.88883;0.89211;2;2;3.48;2025.04.21 22:43
2025.04.22 00:36;Close;10046;AUDCAD_l;Long;m1;Super Minor(29);Downtrend;Neutral (31.8);High (Now: 79 vs Avg: 16 points);Higher (79 vs 28 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88711|0.88683|0.88627|0.88543|0.88431;0.88790|0.88771|0.88739|0.88692|0.88631;0.88846|0.88799|0.88767|0.88720|0.88659;0.88846|0.88799|0.88767|0.88720|0.88659;0.88263;3;3;17.55;2025.04.22 04:21
2025.04.22 04:31;Close;10047;AUDCAD_l;Short;m1;Super Minor(24);Uptrend;Neutral (64.9);Normal (Now: 11 vs Avg: 22 points);Normal (11 vs 41 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88776|0.88817|0.88899|0.89022|0.89186;0.88765|0.88792|0.88840|0.88909|0.88997;0.88683|0.88751|0.88799|0.88868|0.88956;0.88683|0.88751|0.88799|0.88868|0.88956;0.89432;2;2;4.71;2025.04.22 04:58
2025.04.22 09:30;Close;10048;AUDCAD_l;Short;m1;Super Minor(30);Uptrend;Neutral (65.8);Normal (Now: 9 vs Avg: 24 points);Normal (9 vs 44 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88849|0.88893|0.88981|0.89113|0.89289;0.88840|0.88869|0.88921|0.88994|0.89089;0.88752|0.88825|0.88877|0.88950|0.89045;0.88752|0.88825|0.88877|0.88950|0.89045;0.89553;1;1;2.94;2025.04.22 09:37
2025.04.22 10:37;Close;10049;AUDCAD_l;Long;m1;Minor(36);Downtrend;Neutral (40.2);Normal (Now: 12 vs Avg: 28 points);Normal (12 vs 50 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88655|0.88605|0.88505|0.88355|0.88155;0.88667|0.88634|0.88575|0.88492|0.88384;0.88767|0.88684|0.88625|0.88542|0.88434;0.88767|0.88684|0.88625|0.88542|0.88434;0.87855;2;2;5.64;2025.04.22 11:13
2025.04.22 13:05;Close;10050;AUDCAD_l;Long;m1;Major(78);Downtrend;Neutral (38.3);Normal (Now: 8 vs Avg: 18 points);Normal (8 vs 41 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88537|0.88496|0.88414|0.88291|0.88127;0.88545|0.88518|0.88470|0.88402|0.88313;0.88627|0.88559|0.88511|0.88443|0.88354;0.88627|0.88559|0.88511|0.88443|0.88354;0.87881;3;3;8.73;2025.04.22 17:40
2025.04.22 18:38;Close;10051;AUDCAD_l;Long;m1;Minor(42);Downtrend;Oversold (24.2);Normal (Now: 8 vs Avg: 20 points);Normal (8 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88229|0.88195|0.88127|0.88025|0.87889;0.88237|0.88214|0.88175|0.88118|0.88044;0.88305|0.88248|0.88209|0.88152|0.88078;0.88305|0.88248|0.88209|0.88152|0.88078;0.87685;2;2;3.57;2025.04.22 19:01
